Missing,czo_id,uuid,title,subtitle,dataset_url,CZOS,FIELD_AREAS,DISCIPLINES,location,TOPICS,sub_topic,date_start,date_end,date_range_comments,show_full_dates,north_lat,west_long,east_long,south_lat,description,COMPONENT_FILES-location$topic$url$data_level$private$doi$metadata_url,KEYWORDS,VARIABLES,creator,czo_creator,contact,contact_is_czo_person,citation,citation_for_associated_webpage,date_edit,date_entry,comments,AWARD_GRANT_NUMBERS-grant_number$funding_agency$url_for_grant,dataset_doi,EXTERNAL_LINKS-url$link_text,PUBLICATIONS_OF_THIS_DATA,PUBLICATIONS_USING_THIS_DATA,RELATED_DATASETS,LOCAL_DISCIPLINE,LOCAL_RESEARCH_FOCI,map_freeform,centroid_lat,centroid_lon,map_uploads,map_layer_uploads,point_markers,kml_files
Missing,6778,2aaec737-5dc2-3d6c-a9a6-e9a5093e65d2,Cole Farm (Agricultural Site) - Solar Radiation (-2018),Cole Farm East Mid-Slope (CFEMS) Solar Radiation,http://criticalzone.org/national/data/dataset/6778,Shale Hills,Cole Farm (Agricultural Site),Climatology / Meteorology,Cole Farm (Agricultural Site),Solar Radiation,,,8/3/2018,,y,40.69775,-77.91899,-77.91899,40.69775,Shortwave and longwave radiation are measured using Kipp & Zonen CMP3 Pyranometer and CGR3 Pyrgeometer sensors. These data are recorded Cole Farm East Midslope pit location. These are raw data and have not been quality controlled.,Cole Farm East Mid-Slope (CFEMS) $Solar Radiation$http://www.czo.psu.edu/CFEMS_Radiation_Level_0.html$0$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/ColeFarm/CZOMetadata_CF_Radiation_Level_0.docx,Radiation|longwave|shortwave,TmStamp_UTC|RecNum|CMP3_1_SlrW_Avg|CMP3_1_SlrW_Max|CMP3_1_SlrW_Min|CMP3_1_SlrW_Std|CGR3_Slr_W_Avg|CGR3_Slr_W_Max|CGR3_Slr_W_Min|CGR3_Slr_W_Std|CGR3_Long_dn_rad_Avg|CGR3_Long_dn_rad_Max|CGR3_Long_dn_rad_Min|CGR3_Long_dn_rad_Std,"Dr. Kenneth J. Davis, Professor of Meteorology, The Pennsylvania State University, 512 Walker Building, University Park, PA 16802, (814) 863-8601, kjd10@psu.edu",used,"Dr. Kenneth J. Davis, Professor of Meteorology, The Pennsylvania State University, 512 Walker Building, University Park, PA 16802, (814) 863-8601, kjd10@psu.edu",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Susquehanna Shale Hills Critical Zone Observatory.,"Dr. Kenneth J. Davis, Professor of Meteorology, The Pennsylvania State University, 512 Walker Building, University Park, PA 16802, (814) 863-8601, kjd10@psu.edu (2018). 'CZO Dataset: Cole Farm (Agricultural Site) - Solar Radiation (-2018).' Retrieved from http://criticalzone.org/national/data/dataset/6778/",8/3/2018,8/3/2018,,,,,,,,,,,,,,,, 
Missing,6779,4fa45566-a113-30e8-aebf-f128a3ac6d79,"Garner Run (Sandstone Forested) - Groundwater Temperatures, Barometric Pressure, Groundwater Depth (-2018)","Water Temperature, Barometric Pressure, Water Level",http://criticalzone.org/national/data/dataset/6779,Shale Hills,Garner Run - Sandstone Forested,Hydrology,Garner Run (Sandstone Forested),Groundwater Temperatures|Barometric Pressure|Groundwater Depth,,,8/4/2018,,y,40.69775,-77.91899,-77.91899,40.69775,Groundwater level data for Harrys Valley 3 meter well were measured every 10 minutes from 2016-06-15 to 2016-10-06 and 15 minutes from 2017-01-18 to present using a HOBO non-vented pressure transducer and processed with a HOBO pressure transducer that recorded barometric pressure. Recorded data began 2016-06-15 through present.,"Garner Run$HV3 Well: Water Temperature, Barometric Pressure, Water Level$http://www.czo.psu.edu/well/GR_well_HV_3.html$1$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/GarnerRun/CZOMetadata_hv3_well_Level_1.docx",Hydrology|groundwater level|groundwater temperature,TmStamp_UTC|water_temp_C|water temperature|WL_BLG_m,"Dr. Tess Russo, – Assistant Professor, Department of Geosciences, 310 Deike Building, Pennsylvania State University, University Park, PA 16802, russo@psu.edu, (814)865-7389 Beth Hoagland, neh137@psu.edu, Graduate Student, 502-432-0755 ",used,"Dr. Susan Brantley, Professor of Geosciences, The Pennsylvania State University, 2217 Earth and Environmental Systems Institute, University Park, PA, 16802, 814.865.1619, sxb7@psu.edu.",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Shale Hills Susquehanna Critical Zone Observatory.,"Dr. Tess Russo, – Assistant Professor, Department of Geosciences, 310 Deike Building, Pennsylvania State University, University Park, PA 16802, russo@psu.edu, (814)865-7389 Beth Hoagland, neh137@psu.edu, Graduate Student, 502-432-0755 (2018). 'CZO Dataset: Garner Run (Sandstone Forested) - Groundwater Temperatures, Barometric Pressure, Groundwater Depth (-2018).' Retrieved from http://criticalzone.org/national/data/dataset/6779/",8/4/2018,8/4/2018,,,,,,,,,,,,,,,, 
Missing,6786,08bd0280-be36-32b5-800a-6ba3c452367d,"Shale Hills - Streamflow / Discharge, Groundwater Temperatures, Electrical Conductivity (2015-2018)","Shale Hills Stream Discharge, Water Temperature, and Conductivity Data - Level 1",http://criticalzone.org/national/data/dataset/6786,Shale Hills,Susquehanna Shale Hills Critical Zone Observatory,Hydrology,Shale Hills,Streamflow / Discharge|Groundwater Temperatures|Electrical Conductivity,,10/22/2015,8/7/2018,2015 2015-11-03 to 2015-11-19: no flow and building up ice 2015-11-20 to 2015-12-01: ice 2016 2016-12-15 : ice 2016-12-20 to 2016-12-25 : ice 2016-01-05 to 2016-01-08: ice 2016-01-09 to 2016-01-10: ice 2016-01-13 to 2016-01-14: ice 2016-01-18 to 2016-01-31: ice 2016-02-11 to 2016-02-21: ice 2016-04-20: debris buildup 2016-06-10 to 2016-11-30: no flow – summer was dry 2017 2017-01-07 to 2017-01-12: ice 2017-05-03: debris buildup 2017-05-17 to 2017-05-29: debris buildup 2017-06-08 to 2017-06-16: debris buildup 2017-06-29 to 2017-07-11: debris buildup 2017-10-17: erroneous data spikes 2017-11-20 to 2017-11-21: ice 2017-12-13 to 2018-01-01: ice ,y,40.6648488,-77.9072458,-77.9072458,40.6648488,"A 2.5 foot fiberglass H-flume with 7’ 6” 3D approach section, 10” diameter stilling well, and dual scale staff gauge is located at the outlet of the stream Shale Hills Susquehanna Critical Zone Observatory Stream (40.664848, -77.907245, elevation 259.08 m) is used to monitor stream discharge accurately during high and low flows. Water depths are measured using a Decagon CTD-10 sensor recording in one-minute intervals, integrated to 10 minute values and converted to discharge using a rating curve developed by Open Channel Flow for the specific flume dimensions. An offset of 54 mm has been entered in the Campbell Science CR1000 data-logger program to account for the difference between the pressure sensor spacing and distance from bottom of stilling well to flume.","Shale Hills$Stream Discharge, Water Temperature, and Conductivity Data - Level 1$http://www.czo.psu.edu/ShaleHills/data_SHDischarge_Level_1.html$1$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/ShaleHills/CZOMetadata_SHDischarge_Level1(b).docx",hydrology|stream flow|water|discharge|stage|conductivity|specific conductivity|stream water temperature,TmStamp_UTC|Stage_m|Water_TempC|Cond (conductivity)|spc_cond (specific conductivity)|dischg_m3s_m3s (discharge in cubic meters per second)|dischg_cfs (discharge in cubic feet per second),"Dr. Susan Brantley, Professor of Geosciences, The Pennsylvania State University, 2217 Earth and Environmental Systems Institute, University Park, PA, 16802, 814.865.1619, sxb7@psu.edu.",used,"Dr. Susan Brantley, Professor of Geosciences, The Pennsylvania State University, 2217 Earth and Environmental Systems Institute, University Park, PA, 16802, 814.865.1619, sxb7@psu.edu.",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Shale Hills Susquehanna Critical Zone Observatory.,"Dr. Susan Brantley, Professor of Geosciences, The Pennsylvania State University, 2217 Earth and Environmental Systems Institute, University Park, PA, 16802, 814.865.1619, sxb7@psu.edu. (2018). 'CZO Dataset: Shale Hills - Streamflow / Discharge, Groundwater Temperatures, Electrical Conductivity (2015-2018).' Retrieved from http://criticalzone.org/national/data/dataset/6786/",8/6/2018,8/7/2018,,,,,,,,,,,,,,,, 
Missing,6787,80076d7c-a890-3a06-815b-5bd96d7a8d1f,Cole Farm (Agricultural Site) - Meteorology (2017-2018),Cole Farm Surface Flux (CO2 and Water Vapor Concentration) Level 1,http://criticalzone.org/national/data/dataset/6787,Shale Hills,Cole Farm (Agricultural Site),Climatology / Meteorology,Cole Farm (Agricultural Site),Meteorology,,5/1/2017,8/7/2018,,y,40.69775,-77.91899,-77.91899,-77.91899,"LI-COR LI 7500A measures CO2 and water vapor concentration at 10Hz time resolution. Campbell Scientific CSAT3 gives 3D wind speed and air temperature at 10Hz rate. CO2, sensible heat, latent heat fluxes were calculated every 30min based on the above measurements.",Cole Farm$Surface Flux (CO2 and Water Vapor Concentration)$http://www.czo.psu.edu/CF_SurfaceFlux_Level1.html$1$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/ColeFarm/CZO%20Metadata%20Worksheet_SurfFlux_CF.docx,CO2 flux|sensible heat flux|latent heat flux|boundary layer meteorology,[TmStamp]|[FrictionVel]|[AirTemp]|[WindDir]|[HorizWindSpd]|[VertWindSpd]|[CO2Flux]|[SensHeatFlx]|[LatHeatFlx]|[CO2Conc]|[H2OVapConc],"Dr. Kenneth J. Davis, Professor of Meterology, The Pennsylvania State University, 512 Walker Building, University Park, PA 16802, (814) 863-8601 davis@meteo.psu.edu. ",used,"Dr. Kenneth J. Davis, Professor of Meterology, The Pennsylvania State University, 512 Walker Building, University Park, PA 16802, (814) 863-8601 davis@meteo.psu.edu. ",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Shale Hills Susquehanna Critical Zone Observatory.,"Dr. Kenneth J. Davis, Professor of Meterology, The Pennsylvania State University, 512 Walker Building, University Park, PA 16802, (814) 863-8601 davis@meteo.psu.edu. (2018). 'CZO Dataset: Cole Farm (Agricultural Site) - Meteorology (2017-2018).' Retrieved from http://criticalzone.org/national/data/dataset/6787/",11/27/2018,8/7/2018,,,,,,,,,,,,,,,, 
Missing,6788,c7574b81-3fdb-3afb-b5af-3e797cb511c2,Garner Run (Sandstone Forested) - Soil Gas - Gas Sample (O2 and CO2) (2015-2018),Garner Run Gas Samples (O2 and CO2) Level 0,http://criticalzone.org/national/data/dataset/6788,Shale Hills,Garner Run - Sandstone Forested,Geochemistry / Mineralogy|Soil Science / Pedology,Garner Run (Sandstone Forested),Soil Gas,Gas Sample (O2 and CO2),6/10/2015,8/7/2018,,y,40.6996002,-77.9244995,-77.9197998,-77.9244995,"Hourly automated sampling of O2 and CO2 in soils of the midslope of Tussey Mountain. This automated gas collection is ongoing as part of the larger GroundHOG dataset that includes soil gas, soil moisture, and pore water chemistry. These automated soil gas measurements are taken from a surface and subsurface horizon at each of the sites. These data provide key information on predominate weathering processes, microbial respiration, and tree root activity.",Garner Run (Tussey Mountain Mid-Slope (TMMS))$Gas Sample (O2 and CO2)$http://www.czo.psu.edu/TMMS_Gas_Sample_Level_0.html$0$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/GarnerRun/CZOMetadata_TMMS_AutomatedSoilGasSamples_Level_0.docx|Garner Run Leading Ridge Mid-Slope (LRMS)$Gas Sample (O2 and CO2)$http://www.czo.psu.edu/LRMS_Gas_Sample_Level_0.html$0$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/GarnerRun/CZOMetadata_LRMS_AutomatedSoilGasSamples_Level_0.docx,Soil Oxygen|Soil Carbon Dioxide|Soil Gas,[TmStamp]|[RECORD]|[DiffVolt_1]|[DiffVolt_2]|[O2_30]|[O2_80]|[T109_1_C]|[T109_2_C]|[CO2_30_lo]|[CO2_30_hi]|[CO2_30_temp]|[CO2_80_lo]|[CO2_80_hi]|[CO2_80_temp],"Jason Kaye, Professor of Soil Biogeochemistry, Penn State, jpk12@psu.edu Caitlin Hodges, PhD student in Soil Science and Biogeochemistry, Penn State, cah423@psu.edu Ben Dillner, Master’s student in Ecology, Penn State, bmd42@psu.edu ",,"Jason Kaye, Professor of Soil Biogeochemistry, Penn State, jpk12@psu.edu Caitlin Hodges, PhD student in Soil Science and Biogeochemistry, Penn State, cah423@psu.edu Ben Dillner, Master’s student in Ecology, Penn State, bmd42@psu.edu ",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Susquehanna Shale Hills Critical Zone Observatory.,"Jason Kaye, Professor of Soil Biogeochemistry, Penn State, jpk12@psu.edu Caitlin Hodges, PhD student in Soil Science and Biogeochemistry, Penn State, cah423@psu.edu Ben Dillner, Master’s student in Ecology, Penn State, bmd42@psu.edu (2018). 'CZO Dataset: Garner Run (Sandstone Forested) - Soil Gas (2015-2018) - Gas Sample (O2 and CO2).' Retrieved from http://criticalzone.org/national/data/dataset/6788/",8/7/2018,8/7/2018,,,,,,,,,,,,,,,, 
Missing,6789,46d67dae-9b60-329a-8870-a09fc7827d57,Shale Hills - Soil Gas - Soil Gas Sample (O2 and CO2) (2015-2018),Shale Hills Gas Samples (O2 and CO2) Level 0,http://criticalzone.org/national/data/dataset/6789,Shale Hills,Garner Run - Sandstone Forested,Geochemistry / Mineralogy|Soil Science / Pedology,Shale Hills,Soil Gas,Soil Gas Sample (O2 and CO2),11/6/2015,8/7/2018,,y,40.6996002,-77.9244995,-77.9197998,-77.9244995,"Hourly automated sampling of O2 and CO2 in soils of the south planar midslope of Shale Hills This automated gas collection is ongoing as part of the larger GroundHOG dataset that includes soil gas, soil moisture, and pore water chemistry. These automated soil gas measurements are taken from a surface and subsurface horizon at each of the sites. These data provide key information on predominate weathering processes, microbial respiration, and tree root activity.",Shale Hills South Planar Mid-Slope SPMS$Soil Gas Sample (O2 and CO2)$http://www.czo.psu.edu/SPMS_Gas_Sample_Level_0.html$0$y$$http://www.czo.psu.edu/downloads/Metadataworksheets/ShaleHills/CZOMetadata_SPMS_AutomatedSoilGasSamples_Level_0.docx|Shale Hills North Planar Mid-Slope NPMS$Soil Gas Sample (O2 and CO2)$http://www.czo.psu.edu/NPMS_Gas_Sample_Level_0.html$0$y$$http://www.czo.psu.edu/downloads/Metadataworksheets/ShaleHills/CZOMetadata_NPMS_AutomatedSoilGasSamples_Level_0.docx,Soil Oxygen|Soil Carbon Dioxide|Soil Gas,[TmStamp]|[RECORD]|[DiffVolt_1]|[DiffVolt_2]|[O2_20]|[O2_D_20]|[T109_1_C]|[T109_2_C]|[CO2_20_lo]|[CO2_20_hi]|[CO2_20_temp]|[CO2_D_20_lo]|[CO2_D_20_hi]|[CO2_D_20_temp],"Jason Kaye, Professor of Soil Biogeochemistry, Penn State, jpk12@psu.edu Caitlin Hodges, PhD student in Soil Science and Biogeochemistry, Penn State, cah423@psu.edu Ben Dillner, Master’s student in Ecology, Penn State, bmd42@psu.edu ",used,"Jason Kaye, Professor of Soil Biogeochemistry, Penn State, jpk12@psu.edu Caitlin Hodges, PhD student in Soil Science and Biogeochemistry, Penn State, cah423@psu.edu Ben Dillner, Master’s student in Ecology, Penn State, bmd42@psu.edu ",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Susquehanna Shale Hills Critical Zone Observatory.,"Jason Kaye, Professor of Soil Biogeochemistry, Penn State, jpk12@psu.edu Caitlin Hodges, PhD student in Soil Science and Biogeochemistry, Penn State, cah423@psu.edu Ben Dillner, Master’s student in Ecology, Penn State, bmd42@psu.edu (2018). 'CZO Dataset: Shale Hills - Soil Gas (2015-2018) - Soil Gas Sample (O2 and CO2).' Retrieved from http://criticalzone.org/national/data/dataset/6789/",8/7/2018,8/7/2018,,,,,,,,,,,,,,,, 
Missing,6795,33fdb6dd-05ca-328c-8ee0-73cd2331aafa,Northeastern Puerto Rico - Soil Biogeochemistry - soil organic matter; Iron phase crystallinity (2016-2018),do soil organic matter composition and turnover co-vary with iron phase crystallinity?,http://criticalzone.org/national/data/dataset/6795,Luquillo,Northeastern Puerto Rico and the Luquillo Mountains,Biogeochemistry,Northeastern Puerto Rico,Soil Biogeochemistry,soil organic matter; Iron phase crystallinity,1/1/2016,1/1/2018,,y,18.32232903,-65.85692813,-65.7407,18.26143335,"Soil organic matter (SOM) often increases with the abundance of short-range-ordered iron (SRO Fe) mineral phases at local to global scales, implying a protective role for SRO Fe. However, less is known about how Fe phase composition and crystal order relate to SOM composition and turnover, which could be linked to redox alteration of Fe phases. We tested the hypothesis that the composition and turnover of mineral-associated SOM co-varied with Fe phase crystallinity and abundance across a well-characterized catena in the Luquillo Experimental Forest, Puerto Rico, using dense fractions from 30 A and B horizon soil samples. The d13C and d15N values of dense fractions were strongly and positively correlated (R2 = 0.75), indicating microbial transformation of plant residues with lower d13C and d15N values. However, comparisons of dense fraction isotope ratios with roots and particulate matter suggested a greater contribution of plant versus microbial biomass to dense fraction SOM in valleys than ridges. Similarly, diffuse reflectance infrared Fourier transform spectroscopy indicated that SOM functional groups varied significantly along the catena. These trends in dense fraction SOM composition, as well as D14C values indicative of turnover rates, were significantly related to Fe phase crystallinity and abundance quantified with selective extractions. Mo¨ssbauer spectroscopy conducted on independent bulk soil samples indicated that nanoscale ordered Fe oxyhydroxide phases (nanogoethite, ferrihydrite, and/or very-SRO Fe with high substitutions) dominated (66–94%) total Fe at all positions and depths, with minor additional contributions from hematite, silicate and adsorbed FeII, and ilmenite. An additional phase that could represent organic-FeIII complexes or aluminosilicate-bearing FeIII was most abundant in valley soils (17–26% of total Fe). Overall, dense fraction samples with increasingly disordered Fe phases were significantly associated with increasingly plant-derived and fastercycling SOM, while samples with relatively morecrystalline Fe phases tended towards slower-cycling SOM with a greater microbial component. Our data suggest that counter to prevailing thought, increased SRO Fe phase abundance in dynamic redox environments could facilitate transient accumulation of litter derivatives while not necessarily promoting long-term C stabilization.",Northeastern Puerto Rico$soil organic matter; Iron phase crystallinity$https://www.hydroshare.org/resource/ffb66a2c60f34eeab2af7abd660bb81c/$0$n$$,Radiocarbon|FTIR|Mossbauer|Nitrogen isotope|Carbon isotope|Redox,Free light fraction percent N Free light fraction percent C Free light fraction C:N ratio Free light fraction C stable isotope composition|per mil relative to VPDB Free light fraction N stable isotope composition|per mil relative to N2 Occluded light fraction percent N Occluded light fraction percent C Occluded light fraction C:N ratio Occluded light fraction C stable isotope composition|per mil relative to VPDB Occluded light fraction N stable isotope composition|per mil relative to N2 Dense fraction percent N Dense fraction percent C Dense fraction C:N ratio Dense fraction C stable isotope composition|per mil relative to VPDB Dense fraction N stable isotope composition|per mil relative to N2 Dense fraction 14C composition|capital delta notation Dense fraction Fe measured in acid ammonium oxalate extraction|mg Fe per gram dry soil Dense fraction Fe measured in citrate-dithionite extraction|mg Fe per gram dry soil,"Steven, J. Hall, Asmeret A. Berhe, Aaron Thompson.",used,Miguel Leon leonmi@sas.upenn.edu,y,"Hall, S.J., Berhe, A.A. & Thompson, A. Biogeochemistry (2018). https://doi.org/10.1007/s10533-018-0476-4","Steven, J. Hall, Asmeret A. Berhe, Aaron Thompson. (2018). 'CZO Dataset: Northeastern Puerto Rico - Soil Biogeochemistry (2016-2018) - soil organic matter; Iron phase crystallinity.' Retrieved from http://criticalzone.org/national/data/dataset/6795/",10/30/2018,8/7/2018,,,,,,,,,,,,,,,, 
Missing,6803,51108cd2-ba59-3ae7-971a-d07d3765f7df,El Verde Field Station - Soil Biogeochemistry - Phosphorus fractionation response to dynamic redox (2016-2018),,http://criticalzone.org/national/data/dataset/6803,Luquillo,El Verde Field Station,Biogeochemistry,El Verde Field Station,Soil Biogeochemistry,Phosphorus fractionation response to dynamic redox,1/1/2016,3/11/2018,,n,18.3211,-65.8175,-65.8175,18.3211,"Phosphorus (P) is a key limiting nutrient in highly weathered soils of humid tropical forests. A large proportion of P in these soils is bound to redox?sensitive iron (Fe) minerals; however, little is known about how Fe redox interactions affect soil P cycling. In an incubation experiment, we changed bulk soil redox regimes by varying headspace conditions (air vs. N2 gas), and examined the responses of soil P and Fe species to two fluctuating treatments (4? or 8?day oxic followed by 4?day anoxic) and two static redox treatments (oxic and anoxic). A static anoxic headspace increased NaOH?extractable inorganic P (NaOH?Pi) and ammonium oxalate?extractable total P (AO?Pt) by 10% and 38%, respectively, relative to a static oxic headspace. Persistent anoxia also increased NaHCO3?extractable total P (NaHCO3?Pt) towards the end of the experiment. Effects of redox fluctuation were more complex and dependent on temporal scales. Ammonium oxalate?extractable Fe and Pt concentrations responded to redox fluctuation early in the experiment, but not thereafter, suggesting a depletion of reductants over time. Immediately following a switch from an oxic to anoxic headspace, concentrations of AO?Pt, AO?Fe, and HCl?extractable Fe (II) increased (within 30 min), but fell back to initial levels by 180 min. Surprisingly, the labile P pool (NaHCO3?Pt) decreased immediately after reduction events, potentially due to resorption and microbial uptake. Overall, our data demonstrate that P fractions can respond rapidly to changes in soil redox conditions, and in environments where redox oscillation is common, roots and microbes may benefit from these rapid P dynamics.",El Verde Field Station$Phosphorus fractionation response to dynamic redox$https://www.hydroshare.org/resource/17d08a700064431180c55fc342bec839/$2$n$$,Luquillo CZO and LTER|Puerto Rico|Ultisols|plant available phosphorous|Hedley fractionation|Olsen P|redox oscillation|iron reduction,redox treatments| labelled vs unlabelled ryegrass| anoxic vs oxic headspace| day of experiment| mintues after swtiching headspace| NaHCO3 extractable total Phosphorus| NaOH extractable inorganic Phosphorus| NaOH extractable organic Phosphorus| HCl extractable Iron (II)| Iron in ammonium oxalate extract| Phosphorus in ammonium oxalate extract,"Yan Lin, Amrita Bhattacharyya, Ashley N. Campbell, Peter S. Nico, Jennifer Pett-Ridge, Whendee L. Silver",used,"MIguel Leon, leonmi@sas.upenn.edu",y,"Lin, Y., A. Bhattacharyya, A. N. Campbell, P. S. Nico, J. Pett-Ridge, W. L. Silver (2018). Phosphorus fractionation responds to dynamic redox conditions in a humid tropical forest soil, HydroShare, http://www.hydroshare.org/resource/17d08a700064431180c55fc342bec839","Yan Lin, Amrita Bhattacharyya, Ashley N. Campbell, Peter S. Nico, Jennifer Pett-Ridge, Whendee L. Silver (2018). 'CZO Dataset: El Verde Field Station - Soil Biogeochemistry (2016-2018) - Phosphorus fractionation response to dynamic redox.' Retrieved from http://criticalzone.org/national/data/dataset/6803/",8/24/2018,8/24/2018,,,,,,,,,,,,,,,, 
Missing,6903,5208fd09-6574-3fd1-998b-3652975e2524,"Boulder Creek catchment and vicinity - Geology, Geomorphology (2006)","Geomorphic inferences from regolith thickness, chemical denudation and CRN erosion rates near the glacial limit",http://criticalzone.org/national/data/dataset/6903,Boulder,Boulder Creek Watershed,Geomorphology|Geochemistry / Mineralogy|Geology / Chronology|Geophysics,Boulder Creek catchment and vicinity,Geology|Geomorphology,,1/1/2006,12/31/2006,,y,40.01465,-105.5057898,-105.3228601,39.96163967,"These data accompany the analysis of regolith weathering across ~940 km2 of the Front Range (Colorado, USA) described by Dethier & Lazarus (2006). Collected data from 1872 paper records of well-drillers' logs held on file at the Colorado Department of Water Resources (Denver office). We used every interpretable record from the Allens Park, Eldorado Springs, Gold Hill, Nederland, Tungsten, and Ward quadrangles. We recorded the thickness of overburden, alluvium, and highly weathered regolith, along with the total weathered thickness, depth to fresh bedrock, total well depth, and any drillers’ notes. We then digitized well locations (and their associated data) on topographic quadrangles in ESRI ArcMap. The maximum probable location error for any well in the dataset is the area of a 1/16 section (approximately 0.16 km2). See Dethier & Lazarus (2016) a detailed description of the methods.","Boulder Creek catchment and vicinity$regolith thickness, chemical denudation and CRN erosion rates$https://figshare.com/articles/Data_for_Geomorphic_inferences_from_regolith_thickness_chemical_denudation_and_CRN_erosion_rates_near_the_glacial_limit_Boulder_Creek_catchment_and_vicinity_Colorado_/7211759/1$0$n$$",regolith|weathering,OBJECT_ID & NEW_ID (identification index)| WELL_NUMBE (well number assigned by the Colorado Department of Water Resources)| POINT_X (UTM Northing – NAD 1983 UTM Zone 13N)| POINT_Y (UTM Easting – NAD 1983 UTM Zone 13N)| QUADRANGLE (Colorado state 7.5' quadrangle)| TOWNSHIP (township notation in quadrangle)| RANGE (range notation in quadrangle)| SECTION (section number in quadrangle)| QUARTER (quarter location within QUARTER_1)| QUARTER_1 (quarter location within section)| OVERBURDEN & OVRBRDN_M (overburden thickness in ft & m)| ALLUVIAL_ & ALLUVIAL_M (alluvial thickness in ft & m)| HIGHLY & HIGHLY_M (highly weathered thickness in ft & m)| TOTAL & TOTAL_M (total weathered thickness in ft & m)| DEPTH & DEPTH_M (depth to bedrock in ft & m)| MINIMUM & MINMM_M (minimum drilled well depth in ft & m)| DIST_FLTS (using geologic map of Colorado by Green (1992) distance to nearest fault or dik in m)|  DIST_STREAMS (using geologic map of Colorado by Green (1992) distance to nearest third-order stream (or larger) in m)|  ROCK_TYPE (code corresponds to geologic unit in geologic map of Colorado by Green (1992): 1 = sedimentary units; 2 = Od; 3 = Ogo; 4 = Yg; 5 = Xg; 6 = Xb; 7 = Xq; 8 = Xfh; 9 = Tki; 10 = Tgv; 11 = water)|  SLOPE (approximate local slope in degrees) NOTES (well drillers' notes),"David P.Dethier, Eli D.Lazarus",used,bcczodata@colorado.edu ,y,"David P. Dethier, Eli D.Lazarus. 2006 Geomorphic inferences from regolith thickness, chemical denudation and CRN erosion rates near the glacial limit, Boulder Creek catchment and vicinity, Colorado, Geomorphology, Volume 75, Issues 3–4, May 2006, Pages 384-399","David P.Dethier, Eli D.Lazarus (2006). 'CZO Dataset: Boulder Creek catchment and vicinity - Geology, Geomorphology (2006).' Retrieved from http://criticalzone.org/national/data/dataset/6903/",11/6/2018,11/6/2018,,,,https://www.sciencedirect.com/science/article/pii/S0169555X05003016?via%3Dihubhttp://$Geomorphology article ,,,,,,,,,,,, 
Missing,6910,93eacf66-8ed3-39d3-ad6f-7ea8b3901810,Shale Hills - Snow Depth (2018),Level 0 - Raw Data,http://criticalzone.org/national/data/dataset/6910,Shale Hills,Susquehanna Shale Hills Critical Zone Observatory,Climatology / Meteorology|Hydrology,Shale Hills,Snow Depth,,11/15/2018,11/19/2018,Data are continuously streaming; updating every 10 minutes. The end date is merely date of updating web portal update.,y,40.66583051,-77.90497192,-77.90400665,40.66436375,Raw (not quality controlled) ten minute snow depth (cm) from a Campbell Scientific SR50A Sonic Range Sensor at Shale Hills southern ridge top,Shale Hills$Snow Depth - 10 Minute - 2018 - Present$http://www.czo.psu.edu/SH_Snow_Depth_Level_0.html$0$n$$http://www.czo.psu.edu/downloads/Metadataworksheets/ShaleHills/CZO%20Metadata_SnowDepth_Level_0.docx,Shale Hills|Snow Depth,TmStamp|RecNum|Snow_Depth_Avg(cm)|TCDT|Quality,"Brantley, Susan L; Forsythe, Brandon",used,"Dr. Susan Brantley, Professor of Geosciences, The Pennsylvania State University, 2217 Earth and Environmental Systems Institute, University Park, PA, 16802, 814.865.1619, sxb7@psu.edu. Brandon Forsythe, Watershed Specialist, The Pennsylvania State University, 2217 Earth and Environmental Systems Institute, University Park, PA, 16802 (814)865-0294, brf11@psu.edu ",y,The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Shale Hills Susquehanna Critical Zone Observatory.,"Brantley, Susan L; Forsythe, Brandon (2018). 'CZO Dataset: Shale Hills - Snow Depth (2018).' Retrieved from http://criticalzone.org/national/data/dataset/6910/",11/19/2018,11/19/2018,,,,,,,,,,,,,,,, 
